links,Serial #,source,Type,all,annual,country/annual,1 series per country,unique countries,MOU,Country Name,Year,series (at least 3 samples since 1999),AF/AS,Title,frequency,Region,9,samples annual,by,created,Original,official language,links,questionnaire,report
http://catalog.ihsn.org/index.php/catalog/2461,20570,ihsn,dhs,,,,,,,Senegal, 2010-2011,,,Enquête Démographique et de Santé à Indicateurs Multiples 2010-2011 ,,,,,By: Agence Nationale de la Statistique et de la Démographie (ANSD),"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 469 Citations: 6 ","Senegal, 2010-2011",,http://catalog.ihsn.org/index.php/catalog/2461,http://catalog.ihsn.org/index.php/catalog/2461/download/38040,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/4378,20556,ihsn,dhs,,,,,,,Senegal, 2012-2013,,,Enquête Démographique et de Santé Continue 2012-2013 ,,,,,"By: Agence Nationale de la Statistique et de la Démographie (ANSD) - Ministère de l'Economie et des Finances, Gouvernement du Sénégal","Created on: Apr 07, 2014 Last modified: Apr 07, 2014 Views: 64","Senegal, 2012-2013",,http://catalog.ihsn.org/index.php/catalog/4378,http://catalog.ihsn.org/index.php/catalog/4378/download/56828,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/982,20696,ihsn,,,,,,,,Senegal,1996,,,Enquête à Indicateurs Multiples 1996 ,,,,,By: Direction de la Prévision et de la Statistique,"Created on: Oct 24, 2011 Last modified: Sep 14, 2013 Views: 181 Citations: 5 ","Senegal, 1996",,http://catalog.ihsn.org/index.php/catalog/982,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x","/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/2459,20682,ihsn,,,,,,,,Senegal,1999,,,Enquête Sénégalaise sur les Indicateurs de Santé 1999 ,,,,,By: Services d'Études et de Recherche pour le Développement Humain en Afrique (SERDHA),"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 502 Citations: 52 ","Senegal, 1999",,http://catalog.ihsn.org/index.php/catalog/2459,http://catalog.ihsn.org/index.php/catalog/2459/download/38027,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/981,20675,ihsn,,,,,,,,Senegal,2000,,,"Enquête à Indicateurs Multiples 2000, Enquête sur les Objectives de la Fin de Decennie sur l'Enfance ",,,,,By: Direction de la Prévision et de la Statistique,"Created on: Oct 24, 2011 Last modified: Sep 14, 2013 Views: 5557 Citations: 64 ","Senegal, 2000",,http://catalog.ihsn.org/index.php/catalog/981,"http://catalog.ihsn.org/index.php/catalog/981/download/40884""","http://catalog.ihsn.org/index.php/catalog/981/download/40879"""
http://catalog.ihsn.org/index.php/catalog/1019,20668,ihsn,,,,,,,,Senegal,2002,,,Public Expenditure Tracking Survey in Health 2002 ,,,,,"By: Ministry of Health, World Bank","Created on: Oct 25, 2011 Last modified: Sep 14, 2013 Views: 29","Senegal, 2002",,http://catalog.ihsn.org/index.php/catalog/1019,http://catalog.ihsn.org/index.php/catalog/1019/download/41004,http://catalog.ihsn.org/index.php/catalog/1019/download/41000
http://catalog.ihsn.org/index.php/catalog/2211,20654,ihsn,,,,,,,,Senegal,2003,,,World Health Survey 2003 ,,,,,By: World Health Organization (WHO),"Created on: May 02, 2012 Last modified: Dec 12, 2013 Views: 186 Citations: 2 ","Senegal, 2003",,http://catalog.ihsn.org/index.php/catalog/2211,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x","/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/761,20647,ihsn,,,,,,,,Senegal, 2003-2004,,,Investment Climate Survey 2003 ,,,,,By: World Bank,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 42","Senegal, 2003-2004",,http://catalog.ihsn.org/index.php/catalog/761,"http://catalog.ihsn.org/index.php/catalog/761/download/32036""",null
http://catalog.ihsn.org/index.php/catalog/4365,20633,ihsn,,,,,,,,Senegal,2005,,,Enquête Nationale sur le Travail des Enfants au Sénégal 2005 ,,,,,By: Agence Nationale de la Statistique et de la Démographie - Ministère de l'Economie et des Finances,"Created on: Apr 07, 2014 Last modified: Apr 07, 2014 Views: 15","Senegal, 2005",,http://catalog.ihsn.org/index.php/catalog/4365,http://catalog.ihsn.org/index.php/catalog/4365/download/56770,http://catalog.ihsn.org/index.php/catalog/4365/download/56772
http://catalog.ihsn.org/index.php/catalog/3647,20640,ihsn,,,,,,,,Senegal,2005,,,Global School-based Student Health Survey 2005 ,,,,,"By: World Health Organization, Centers for Disease Control and Prevention","Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 23","Senegal, 2005",,http://catalog.ihsn.org/index.php/catalog/3647,http://catalog.ihsn.org/index.php/catalog/3647/download/51632,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/2137,20612,ihsn,,,,,,,,Senegal, 2005-2006,,,Enquête de Suivi de la Pauvreté au Sénégal 2005 ,,,,,By: Agence Nationale de la Statistique et de la Démographie - Ministère de l'éconmie et des finances,"Created on: Apr 12, 2012 Last modified: Sep 14, 2013 Views: 1608 Citations: 82 ","Senegal, 2005-2006",,http://catalog.ihsn.org/index.php/catalog/2137,http://catalog.ihsn.org/index.php/catalog/2137/download/36492,http://catalog.ihsn.org/index.php/catalog/2137/download/36493
http://catalog.ihsn.org/index.php/catalog/4235,20619,ihsn,,,,,,,,Senegal,2006,,,Enquête Nationale sur le Paludisme au Sénégal 2006 ,,,,,By: Centre de Recherche pour le Développement Humain,"Created on: Apr 07, 2014 Last modified: Apr 07, 2014 Views: 22 Citations: 1 ","Senegal, 2006",,http://catalog.ihsn.org/index.php/catalog/4235,http://catalog.ihsn.org/index.php/catalog/4235/download/55902,http://catalog.ihsn.org/index.php/catalog/4235/download/55904
http://catalog.ihsn.org/index.php/catalog/762,20605,ihsn,,,,,,,,Senegal,2007,,,Enterprise Survey 2007 ,,,,,By: World Bank,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 17","Senegal, 2007",,http://catalog.ihsn.org/index.php/catalog/762,"http://catalog.ihsn.org/index.php/catalog/762/download/32037""","/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/4250,20598,ihsn,,,,,,,,Senegal, 2008-2009,,,Enquête Nationale sur le Paludisme au Sénégal 2008-2009 ,,,,,By: Centre de Recherche pour le Développement Humain,"Created on: Apr 07, 2014 Last modified: Apr 07, 2014 Views: 73 Citations: 1 ","Senegal, 2008-2009",,http://catalog.ihsn.org/index.php/catalog/4250,http://catalog.ihsn.org/index.php/catalog/4250/download/56063,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/877,26,ihsn,,,,,,,,Senegal,2009,,,Migration and Remittances Household Survey 2009 ,,,,,By: Consortium pour la Recherche Economique et Social (CRES),"Created on: Sep 30, 2011 Last modified: Sep 14, 2013 Views: 455","Senegal, 2009",,http://catalog.ihsn.org/index.php/catalog/877,"http://catalog.ihsn.org/index.php/catalog/877/download/40153""","http://catalog.ihsn.org/index.php/catalog/877/download/40154"""
http://catalog.ihsn.org/index.php/catalog/4154,20584,ihsn,,,,,,,,Senegal,2010,,,"Analyse Globale de la Vulnérabilité, de la Sécurité Alimentaire et de la Nutrition 2010 ",,,,,By: Programme Alimentaire Mondial - Nations Unies,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 118","Senegal, 2010",,http://catalog.ihsn.org/index.php/catalog/4154,http://catalog.ihsn.org/index.php/catalog/4154/download/55440,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/3234,20591,ihsn,,,,,,,,Senegal,2010,,,Service Delivery Indicators Survey 2010 ,,,,,By: Centre de Recherche Economique et Sociale (CRES),"Created on: Sep 14, 2013 Last modified: Sep 14, 2013 Views: 156","Senegal, 2010",,http://catalog.ihsn.org/index.php/catalog/3234,http://catalog.ihsn.org/index.php/catalog/3234/download/47852,http://catalog.ihsn.org/index.php/catalog/3234/download/47854
http://catalog.ihsn.org/index.php/catalog/4311,939,ihsn,,,,,,,,Senegal,2011,,,Enquête de Suivi de la Pauvreté au Sénégal 2011 ,,,,,By: Agence Nationale de la Statistique et de la Démographie - Ministère de l’Economie et des Finances (MEF),"Created on: Apr 07, 2014 Last modified: Apr 07, 2014 Views: 327 Citations: 4 ","Senegal, 2011",,http://catalog.ihsn.org/index.php/catalog/4311,http://catalog.ihsn.org/index.php/catalog/4311/download/56394,http://catalog.ihsn.org/index.php/catalog/4311/download/56396
http://catalog.ihsn.org/index.php/catalog/4266,20563,ihsn,,,,,,,,Senegal,2011,,,Enquête Agricole 2011-2012 ,,,,,By: Direction de l'Analyse de la Prévision et des Statistiques (DAPS) - Ministère de l'Agriculture et de l'Equipement Rural,"Created on: Apr 07, 2014 Last modified: Apr 07, 2014 Views: 31449","Senegal, 2011",,http://catalog.ihsn.org/index.php/catalog/4266,http://catalog.ihsn.org/index.php/catalog/4266/download/56138,http://catalog.ihsn.org/index.php/catalog/4266/download/56139
http://catalog.ihsn.org/index.php/catalog/2726,20577,ihsn,,,,,,,,Senegal,2011,,,Global Financial Inclusion (Global Findex) Database 2011 ,,,,,"By: Development Research Group, Finance and Private Sector Development Unit - World Bank","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 311","Senegal, 2011",,http://catalog.ihsn.org/index.php/catalog/2726,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x",null
http://catalog.ihsn.org/index.php/catalog/4924,20549,ihsn,,,,,,,,Senegal, 2012-2013,,,Enquête Continue sur la Prestation des Services de Soins de Santé 2012-2013 ,,,,,"By: Agence Nationale de la Statistique et de la Démographie (ANSD) - Ministère de l'Economie et des Finances, Gouvernement du Sénégal","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 39","Senegal, 2012-2013",,http://catalog.ihsn.org/index.php/catalog/4924,http://catalog.ihsn.org/index.php/catalog/4924/download/61028,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/2189,496,ihsn,hs,1,1,1,1,1,1,South Africa,1993,1,1,October Household Survey 1993 ,b,af,9,1,By: Central Statistical Services (CSS),,,,http://catalog.ihsn.org/index.php/catalog/2189,http://catalog.ihsn.org/index.php/catalog/2189/download/36813,null
http://catalog.ihsn.org/index.php/catalog/2196,1261,ihsn,hs,1,1,1,1,,,South Africa,1994,,,October Household Survey 1994 ,a,af,1,,By: Central Statistical Service (CSS),"Created on: May 02, 2012 Last modified: Sep 14, 2013 Views: 68 Citations: 79 ","South Africa, 1994",,http://catalog.ihsn.org/index.php/catalog/2196,http://catalog.ihsn.org/index.php/catalog/2196/download/36867,null
http://catalog.ihsn.org/index.php/catalog/2403,489,ihsn,hs,1,1,1,1,,,South Africa,1995,,,October Household Survey 1995 ,b,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/2403,http://catalog.ihsn.org/index.php/catalog/2403/download/37635,null
http://catalog.ihsn.org/index.php/catalog/2404,1240,ihsn,hs,1,1,1,1,,,South Africa,1996,,,October Household Survey 1996 ,a,af,1,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 97 Citations: 49 ","South Africa, 1996",,http://catalog.ihsn.org/index.php/catalog/2404,http://catalog.ihsn.org/index.php/catalog/2404/download/37644,http://catalog.ihsn.org/index.php/catalog/2404/download/37656
http://catalog.ihsn.org/index.php/catalog/2405,1226,ihsn,hs,1,1,1,1,,,South Africa,1997,,,October Household Survey 1997 ,a,af,1,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 224 Citations: 84 ","South Africa, 1997",,http://catalog.ihsn.org/index.php/catalog/2405,http://catalog.ihsn.org/index.php/catalog/2405/download/37658,null
http://catalog.ihsn.org/index.php/catalog/2406,1212,ihsn,hs,1,1,1,1,,,South Africa,1998,,,October Household Survey 1998 ,a,af,1,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 96 Citations: 60 ","South Africa, 1998",,http://catalog.ihsn.org/index.php/catalog/2406,http://catalog.ihsn.org/index.php/catalog/2406/download/37666,http://catalog.ihsn.org/index.php/catalog/2406/download/37676
http://catalog.ihsn.org/index.php/catalog/2407,1191,ihsn,hs,1,1,1,1,,,South Africa,1999,,,October Household Survey 1999 ,a,af,1,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 269 Citations: 105 ","South Africa, 1999",,http://catalog.ihsn.org/index.php/catalog/2407,http://catalog.ihsn.org/index.php/catalog/2407/download/37678,http://catalog.ihsn.org/index.php/catalog/2407/download/37686
http://catalog.ihsn.org/index.php/catalog/1058,74,ihsn,hs,1,1,1,1,,,South Africa,2002,,,General Household Survey 2002 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/1058,http://catalog.ihsn.org/index.php/catalog/1058/download/41192,http://catalog.ihsn.org/index.php/catalog/1058/download/41193
http://catalog.ihsn.org/index.php/catalog/1059,67,ihsn,hs,1,1,1,1,,,South Africa,2003,,,General Household Survey 2003 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/1059,http://catalog.ihsn.org/index.php/catalog/1059/download/41199,http://catalog.ihsn.org/index.php/catalog/1059/download/41200
http://catalog.ihsn.org/index.php/catalog/1060,60,ihsn,hs,1,1,1,1,,,South Africa,2004,,,General Household Survey 2004 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/1060,http://catalog.ihsn.org/index.php/catalog/1060/download/41208,http://catalog.ihsn.org/index.php/catalog/1060/download/41209
http://catalog.ihsn.org/index.php/catalog/1061,53,ihsn,hs,1,1,1,1,,,South Africa,2005,,,General Household Survey 2005 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/1061,http://catalog.ihsn.org/index.php/catalog/1061/download/41215,http://catalog.ihsn.org/index.php/catalog/1061/download/41216
http://catalog.ihsn.org/index.php/catalog/1062,46,ihsn,hs,1,1,1,1,,,South Africa,2006,,,General Household Survey 2006 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/1062,http://catalog.ihsn.org/index.php/catalog/1062/download/41223,http://catalog.ihsn.org/index.php/catalog/1062/download/41224
http://catalog.ihsn.org/index.php/catalog/1063,39,ihsn,hs,1,1,1,1,,,South Africa,2007,,,General Household Survey 2007 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/1063,http://catalog.ihsn.org/index.php/catalog/1063/download/41231,http://catalog.ihsn.org/index.php/catalog/1063/download/41232
http://catalog.ihsn.org/index.php/catalog/1064,32,ihsn,hs,1,1,1,1,,,South Africa,2008,,,General Household Survey 2008 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/1064,http://catalog.ihsn.org/index.php/catalog/1064/download/41239,http://catalog.ihsn.org/index.php/catalog/1064/download/41240
http://catalog.ihsn.org/index.php/catalog/1065,25,ihsn,hs,1,1,1,1,,,South Africa,2009,,,General Household Survey 2009 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/1065,http://catalog.ihsn.org/index.php/catalog/1065/download/41246,http://catalog.ihsn.org/index.php/catalog/1065/download/41247
http://catalog.ihsn.org/index.php/catalog/1066,18,ihsn,hs,1,1,1,1,,,South Africa,2010,,,General Household Survey 2010 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/1066,http://catalog.ihsn.org/index.php/catalog/1066/download/41253,http://catalog.ihsn.org/index.php/catalog/1066/download/41256
http://catalog.ihsn.org/index.php/catalog/2852,11,ihsn,hs,1,1,1,1,,,South Africa,2011,,,General Household Survey 2011 ,a,af,9,,By: Statistics South Africa,,,,http://catalog.ihsn.org/index.php/catalog/2852,http://catalog.ihsn.org/index.php/catalog/2852/download/43413,null
http://catalog.ihsn.org/index.php/catalog/2268,21751,ihsn,lfs,1,1,1,1,,,South Africa,2000,,,"Labour Force Survey 2000, February ",h,af,1,,By: Statistics South Africa (http://www.statssa.gov.za),"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 36 Citations: 28 ","South Africa, 2000",,http://catalog.ihsn.org/index.php/catalog/2268,http://catalog.ihsn.org/index.php/catalog/2268/download/41544,http://catalog.ihsn.org/index.php/catalog/2268/download/41541
http://catalog.ihsn.org/index.php/catalog/2269,21758,ihsn,lfs,1,,,,,,South Africa,2000,,,"Labour Force Survey 2000, September ",h,af,,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 101 Citations: 57 ","South Africa, 2000",,http://catalog.ihsn.org/index.php/catalog/2269,http://catalog.ihsn.org/index.php/catalog/2269/download/41551,http://catalog.ihsn.org/index.php/catalog/2269/download/41552
http://catalog.ihsn.org/index.php/catalog/2270,21708,ihsn,lfs,1,1,1,1,,,South Africa,2001,,,"Labour Force Survey 2001, February ",h,af,1,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 96 Citations: 32 ","South Africa, 2001",,http://catalog.ihsn.org/index.php/catalog/2270,http://catalog.ihsn.org/index.php/catalog/2270/download/41568,http://catalog.ihsn.org/index.php/catalog/2270/download/41569
http://catalog.ihsn.org/index.php/catalog/2271,21715,ihsn,lfs,1,,,,,,South Africa,2001,,,"Labour Force Survey 2001, September ",h,af,,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 115 Citations: 59 ","South Africa, 2001",,http://catalog.ihsn.org/index.php/catalog/2271,http://catalog.ihsn.org/index.php/catalog/2271/download/41573,http://catalog.ihsn.org/index.php/catalog/2271/download/41574
http://catalog.ihsn.org/index.php/catalog/2272,21666,ihsn,lfs,1,1,1,1,,,South Africa,2002,,,"Labour Force Survey 2002, February ",h,af,1,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 70 Citations: 38 ","South Africa, 2002",,http://catalog.ihsn.org/index.php/catalog/2272,http://catalog.ihsn.org/index.php/catalog/2272/download/41584,http://catalog.ihsn.org/index.php/catalog/2272/download/41591
http://catalog.ihsn.org/index.php/catalog/2273,21673,ihsn,lfs,1,,,,,,South Africa,2002,,,"Labour Force Survey 2002, September ",h,af,,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 172 Citations: 55 ","South Africa, 2002",,http://catalog.ihsn.org/index.php/catalog/2273,http://catalog.ihsn.org/index.php/catalog/2273/download/41595,http://catalog.ihsn.org/index.php/catalog/2273/download/41602
http://catalog.ihsn.org/index.php/catalog/2274,21624,ihsn,lfs,1,1,1,1,,,South Africa,2003,,,"Labour Force Survey 2003, March ",h,af,1,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 360 Citations: 35 ","South Africa, 2003",,http://catalog.ihsn.org/index.php/catalog/2274,http://catalog.ihsn.org/index.php/catalog/2274/download/41606,http://catalog.ihsn.org/index.php/catalog/2274/download/41613
http://catalog.ihsn.org/index.php/catalog/2275,21631,ihsn,lfs,1,,,,,,South Africa,2003,,,"Labour Force Survey 2003, September ",h,af,,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 197 Citations: 53 ","South Africa, 2003",,http://catalog.ihsn.org/index.php/catalog/2275,http://catalog.ihsn.org/index.php/catalog/2275/download/41617,http://catalog.ihsn.org/index.php/catalog/2275/download/41625
http://catalog.ihsn.org/index.php/catalog/2276,21575,ihsn,lfs,1,1,1,1,,,South Africa,2004,,,"Labour Force Survey 2004, March ",h,af,1,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 306 Citations: 38 ","South Africa, 2004",,http://catalog.ihsn.org/index.php/catalog/2276,http://catalog.ihsn.org/index.php/catalog/2276/download/41629,http://catalog.ihsn.org/index.php/catalog/2276/download/41635
http://catalog.ihsn.org/index.php/catalog/2277,21582,ihsn,lfs,1,,,,,,South Africa,2004,,,"Labour Force Survey 2004, September ",h,af,,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 173 Citations: 48 ","South Africa, 2004",,http://catalog.ihsn.org/index.php/catalog/2277,http://catalog.ihsn.org/index.php/catalog/2277/download/41639,http://catalog.ihsn.org/index.php/catalog/2277/download/41647
http://catalog.ihsn.org/index.php/catalog/2278,21505,ihsn,lfs,1,1,1,1,,,South Africa,2005,,,"Labour Force Survey 2005, March ",h,af,1,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 122 Citations: 26 ","South Africa, 2005",,http://catalog.ihsn.org/index.php/catalog/2278,http://catalog.ihsn.org/index.php/catalog/2278/download/41651,http://catalog.ihsn.org/index.php/catalog/2278/download/41659
http://catalog.ihsn.org/index.php/catalog/2279,21512,ihsn,lfs,1,,,,,,South Africa,2005,,,"Labour Force Survey 2005, September ",h,af,,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 253 Citations: 36 ","South Africa, 2005",,http://catalog.ihsn.org/index.php/catalog/2279,http://catalog.ihsn.org/index.php/catalog/2279/download/41663,http://catalog.ihsn.org/index.php/catalog/2279/download/41672
http://catalog.ihsn.org/index.php/catalog/2280,21477,ihsn,lfs,1,1,1,1,,,South Africa,2006,,,"Labour Force Survey 2006, March ",h,af,1,1,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 325 Citations: 18 ","South Africa, 2006",,http://catalog.ihsn.org/index.php/catalog/2280,http://catalog.ihsn.org/index.php/catalog/2280/download/41676,http://catalog.ihsn.org/index.php/catalog/2280/download/41684
http://catalog.ihsn.org/index.php/catalog/2281,21484,ihsn,lfs,1,,,,,,South Africa,2006,,,"Labour Force Survey 2006, September ",h,af,,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 78 Citations: 27 ","South Africa, 2006",,http://catalog.ihsn.org/index.php/catalog/2281,http://catalog.ihsn.org/index.php/catalog/2281/download/41688,http://catalog.ihsn.org/index.php/catalog/2281/download/41697
http://catalog.ihsn.org/index.php/catalog/2282,21449,ihsn,lfs,1,1,1,1,,,South Africa,2007,,,"Labour Force Survey 2007, March ",h,af,1,1,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 157 Citations: 15 ","South Africa, 2007",,http://catalog.ihsn.org/index.php/catalog/2282,http://catalog.ihsn.org/index.php/catalog/2282/download/41700,http://catalog.ihsn.org/index.php/catalog/2282/download/41708
http://catalog.ihsn.org/index.php/catalog/2283,21456,ihsn,lfs,1,,,,,,South Africa,2007,,,"Labour Force Survey 2007, September ",h,af,,,By: Statistics South Africa,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 165 Citations: 25 ","South Africa, 2007",,http://catalog.ihsn.org/index.php/catalog/2283,http://catalog.ihsn.org/index.php/catalog/2283/download/41711,http://catalog.ihsn.org/index.php/catalog/2283/download/41720
http://catalog.ihsn.org/index.php/catalog/4631,21392,ihsn,lfs,1,1,1,1,,,South Africa,2008,,,"Quarterly Labour Force Survey 2008, First Quarter ",q,af,1,1,By: Statistics South Africa,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 44 Citations: 7 ","South Africa, 2008",,http://catalog.ihsn.org/index.php/catalog/4631,http://catalog.ihsn.org/index.php/catalog/4631/download/58709,http://catalog.ihsn.org/index.php/catalog/4631/download/58714
http://catalog.ihsn.org/index.php/catalog/4634,21399,ihsn,lfs,1,,,,,,South Africa,2008,,,"Quarterly Labour Force Survey 2008, Fourth Quarter ",q,af,,,By: Statistics South Africa,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 89 Citations: 6 ","South Africa, 2008",,http://catalog.ihsn.org/index.php/catalog/4634,http://catalog.ihsn.org/index.php/catalog/4634/download/58730,http://catalog.ihsn.org/index.php/catalog/4634/download/58731
http://catalog.ihsn.org/index.php/catalog/4632,21406,ihsn,lfs,1,,,,,,South Africa,2008,,,"Quarterly Labour Force Survey 2008, Second Quarter ",q,af,,,By: Statistics South Africa,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 36 Citations: 9 ","South Africa, 2008",,http://catalog.ihsn.org/index.php/catalog/4632,http://catalog.ihsn.org/index.php/catalog/4632/download/58716,http://catalog.ihsn.org/index.php/catalog/4632/download/58717
http://catalog.ihsn.org/index.php/catalog/4633,21413,ihsn,lfs,1,,,,,,South Africa,2008,,,"Quarterly Labour Force Survey 2008, Third Quarter ",q,af,,,By: Statistics South Africa,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 34 Citations: 7 ","South Africa, 2008",,http://catalog.ihsn.org/index.php/catalog/4633,http://catalog.ihsn.org/index.php/catalog/4633/download/58723,http://catalog.ihsn.org/index.php/catalog/4633/download/58724
http://catalog.ihsn.org/index.php/catalog/4635,21343,ihsn,lfs,1,1,1,1,,,South Africa,2009,,,"Quarterly Labour Force Survey 2009, First Quarter ",q,af,1,1,By: Statistics South Africa,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 47 Citations: 5 ","South Africa, 2009",,http://catalog.ihsn.org/index.php/catalog/4635,http://catalog.ihsn.org/index.php/catalog/4635/download/58739,http://catalog.ihsn.org/index.php/catalog/4635/download/58740
http://catalog.ihsn.org/index.php/catalog/4638,21350,ihsn,lfs,1,,,,,,South Africa,2009,,,"Quarterly Labour Force Survey 2009, Fourth Quarter ",q,af,,,By: Statistics South Africa,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 59 Citations: 6 ","South Africa, 2009",,http://catalog.ihsn.org/index.php/catalog/4638,http://catalog.ihsn.org/index.php/catalog/4638/download/58759,http://catalog.ihsn.org/index.php/catalog/4638/download/58764
http://catalog.ihsn.org/index.php/catalog/4636,21357,ihsn,lfs,1,,,,,,South Africa,2009,,,"Quarterly Labour Force Survey 2009, Second Quarter ",q,af,,,By: Statistics South Africa,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 36 Citations: 7 ","South Africa, 2009",,http://catalog.ihsn.org/index.php/catalog/4636,http://catalog.ihsn.org/index.php/catalog/4636/download/58746,http://catalog.ihsn.org/index.php/catalog/4636/download/58747
http://catalog.ihsn.org/index.php/catalog/4637,21364,ihsn,lfs,1,,,,,,South Africa,2009,,,"Quarterly Labour Force Survey 2009, Third Quarter ",q,af,,,By: Statistics South Africa,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 40 Citations: 10 ","South Africa, 2009",,http://catalog.ihsn.org/index.php/catalog/4637,http://catalog.ihsn.org/index.php/catalog/4637/download/58752,http://catalog.ihsn.org/index.php/catalog/4637/download/58753
